,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),Fuel Consumption City MPG,Fuel Consumption Hwy MPG,Carbon emissions per mile(g)
3161,porsche,panamera,FULL-SIZE,4.8,8.0,AM7,Premium Gasoline,15.3,9.7,12.8,22,15.0,24.0,404.0909090909091
3162,porsche,panamera,FULL-SIZE,4.8,8.0,AM7,Premium Gasoline,15.4,9.8,12.9,22,15.0,24.0,404.0909090909091
3163,ram,1500,PICKUP TRUCK - STANDARD,3.6,6.0,A8,Regular Gasoline,13.9,9.5,11.9,24,17.0,25.0,370.41666666666663
3164,ram,1500,PICKUP TRUCK - STANDARD,3.6,6.0,A8,Ethanol(E85),19.4,13.6,16.8,17,12.0,17.0,522.9411764705882
3165,ram,1500,PICKUP TRUCK - STANDARD,3.6,6.0,A8,Regular Gasoline,12.9,9.3,11.3,25,18.0,25.0,355.6
3166,ram,1500,PICKUP TRUCK - STANDARD,5.7,8.0,A6,Regular Gasoline,17.1,12.0,14.8,19,14.0,20.0,467.89473684210526
3167,ram,1500,PICKUP TRUCK - STANDARD,5.7,8.0,A8,Regular Gasoline,15.8,10.9,13.6,21,15.0,22.0,423.3333333333333
3168,ram,1500,PICKUP TRUCK - STANDARD,3.0,6.0,A8,Diesel,11.6,8.4,10.2,28,20.0,28.0,363.57142857142856
3169,ram,1500,PICKUP TRUCK - STANDARD,3.0,6.0,A8,Diesel,11.3,8.0,9.8,29,21.0,29.0,351.0344827586207
3170,ram,1500,PICKUP TRUCK - STANDARD,3.6,6.0,A8,Regular Gasoline,14.6,10.1,12.6,22,16.0,23.0,404.0909090909091
3171,ram,1500,PICKUP TRUCK - STANDARD,3.6,6.0,A8,Ethanol(E85),20.5,14.5,17.8,16,11.0,16.0,555.625
3172,ram,1500,PICKUP TRUCK - STANDARD,5.7,8.0,A6,Regular Gasoline,17.7,12.7,15.4,18,13.0,19.0,493.88888888888886
3173,ram,1500,PICKUP TRUCK - STANDARD,5.7,8.0,A8,Regular Gasoline,16.2,11.5,14.1,20,15.0,20.0,444.5
3174,ram,1500,PICKUP TRUCK - STANDARD,3.0,6.0,A8,Diesel,12.1,8.8,10.6,27,19.0,27.0,377.037037037037
3175,ram,promaster,SPECIAL PURPOSE VEHICLE,2.4,4.0,A9,Regular Gasoline,11.2,8.1,9.8,29,21.0,29.0,306.55172413793105
3176,rolls-royce,ghost,FULL-SIZE,6.6,12.0,AS8,Premium Gasoline,19.2,12.4,16.1,18,12.0,19.0,493.88888888888886
3177,rolls-royce,ghost,FULL-SIZE,6.6,12.0,AS8,Premium Gasoline,19.2,12.4,16.1,18,12.0,19.0,493.88888888888886
3178,rolls-royce,phantom,FULL-SIZE,6.7,12.0,AS8,Premium Gasoline,20.9,12.7,17.2,16,11.0,19.0,555.625
3179,rolls-royce,phantom,FULL-SIZE,6.7,12.0,AS8,Premium Gasoline,20.7,12.9,17.2,16,11.0,18.0,555.625
3180,rolls-royce,phantom,COMPACT,6.7,12.0,AS8,Premium Gasoline,20.9,12.7,17.2,16,11.0,19.0,555.625
3181,rolls-royce,phantom,COMPACT,6.7,12.0,AS8,Premium Gasoline,20.7,12.9,17.2,16,11.0,18.0,555.625
3182,rolls-royce,wraith,MID-SIZE,6.6,12.0,AS8,Premium Gasoline,18.8,11.8,15.6,18,13.0,20.0,493.88888888888886
3183,scion,fr-s,MINICOMPACT,2.0,4.0,AS6,Premium Gasoline,9.6,7.0,8.4,34,25.0,34.0,261.4705882352941
3184,scion,fr-s,MINICOMPACT,2.0,4.0,M6,Premium Gasoline,10.9,7.9,9.6,29,22.0,30.0,306.55172413793105
3185,scion,im,MID-SIZE,1.8,4.0,AV7,Regular Gasoline,8.3,6.3,7.4,38,28.0,37.0,233.94736842105263
3186,scion,im,MID-SIZE,1.8,4.0,M6,Regular Gasoline,8.6,6.6,7.7,37,27.0,36.0,240.2702702702703
3187,scion,tc,COMPACT,2.5,4.0,AS6,Regular Gasoline,10.2,7.6,9.0,31,23.0,31.0,286.7741935483871
3188,scion,tc,COMPACT,2.5,4.0,M6,Regular Gasoline,10.2,7.7,9.0,31,23.0,31.0,286.7741935483871
3189,smart,fortwo,TWO-SEATER,0.9,3.0,AM6,Premium Gasoline,7.5,6.1,6.9,41,31.0,39.0,216.82926829268294
3190,smart,fortwo,TWO-SEATER,0.9,3.0,AM6,Premium Gasoline,7.5,6.1,6.9,41,31.0,39.0,216.82926829268294
3191,subaru,brz,MINICOMPACT,2.0,4.0,AS6,Premium Gasoline,9.6,7.0,8.4,34,25.0,34.0,261.4705882352941
3192,subaru,brz,MINICOMPACT,2.0,4.0,M6,Premium Gasoline,10.9,7.9,9.6,29,22.0,30.0,306.55172413793105
3193,subaru,forester,SUV - SMALL,2.0,4.0,AV8,Premium Gasoline,10.2,8.5,9.4,30,23.0,28.0,296.3333333333333
3194,subaru,forester,SUV - SMALL,2.5,4.0,AV6,Regular Gasoline,9.6,7.5,8.7,32,25.0,31.0,277.8125
3195,subaru,forester,SUV - SMALL,2.5,4.0,M6,Regular Gasoline,10.6,8.4,9.6,29,22.0,28.0,306.55172413793105
3196,subaru,impreza,COMPACT,2.0,4.0,AV6,Regular Gasoline,8.5,6.4,7.6,37,28.0,37.0,240.2702702702703
3197,subaru,impreza,COMPACT,2.0,4.0,M5,Regular Gasoline,9.5,7.0,8.4,34,25.0,34.0,261.4705882352941
3198,subaru,impreza,STATION WAGON - SMALL,2.0,4.0,AV6,Regular Gasoline,8.5,6.4,7.6,37,28.0,37.0,240.2702702702703
3199,subaru,impreza,STATION WAGON - SMALL,2.0,4.0,M5,Regular Gasoline,9.5,7.0,8.4,34,25.0,34.0,261.4705882352941
3200,subaru,legacy,MID-SIZE,2.5,4.0,AV6,Regular Gasoline,9.0,6.5,7.9,36,26.0,36.0,246.94444444444443
3201,subaru,legacy,MID-SIZE,2.5,4.0,M6,Regular Gasoline,10.7,7.8,9.4,30,22.0,30.0,296.3333333333333
3202,subaru,legacy,MID-SIZE,3.6,6.0,AV6,Regular Gasoline,11.9,8.2,10.2,28,20.0,29.0,317.5
3203,subaru,outback,SUV - SMALL,2.5,4.0,AV6,Regular Gasoline,9.3,7.1,8.3,34,25.0,33.0,261.4705882352941
3204,subaru,outback,SUV - SMALL,2.5,4.0,M6,Regular Gasoline,11.0,8.2,9.7,29,21.0,29.0,306.55172413793105
3205,subaru,outback,SUV - SMALL,3.6,6.0,AV6,Regular Gasoline,12.0,8.6,10.5,27,20.0,27.0,329.25925925925924
3206,subaru,wrx,COMPACT,2.0,4.0,AV8,Premium Gasoline,12.5,9.5,11.2,25,19.0,25.0,355.6
3207,subaru,wrx,COMPACT,2.0,4.0,M6,Premium Gasoline,11.3,8.4,10.0,28,21.0,28.0,317.5
3208,subaru,wrx,COMPACT,2.5,4.0,M6,Premium Gasoline,13.8,10.2,12.2,23,17.0,23.0,386.52173913043475
3209,subaru,xv,SUV - SMALL,2.0,4.0,AV6,Regular Gasoline,9.1,7.0,8.1,35,26.0,34.0,254.0
3210,subaru,xv,SUV - SMALL,2.0,4.0,M5,Regular Gasoline,10.2,7.7,9.1,31,23.0,31.0,286.7741935483871
3211,subaru,xv,SUV - SMALL,2.0,4.0,AV6,Regular Gasoline,7.9,6.9,7.5,38,30.0,34.0,233.94736842105263
3212,toyota,4runner,SUV - STANDARD,4.0,6.0,AS5,Regular Gasoline,14.2,11.1,12.8,22,17.0,21.0,404.0909090909091
3213,toyota,4runner,SUV - STANDARD,4.0,6.0,AS5,Regular Gasoline,14.2,11.1,12.8,22,17.0,21.0,404.0909090909091
3214,toyota,avalon,MID-SIZE,3.5,6.0,AS6,Regular Gasoline,11.4,7.6,9.7,29,21.0,31.0,306.55172413793105
3215,toyota,camry,MID-SIZE,2.5,4.0,AS6,Regular Gasoline,9.4,6.7,8.2,34,25.0,35.0,261.4705882352941
3216,toyota,camry,MID-SIZE,3.5,6.0,AS6,Regular Gasoline,11.0,7.7,9.5,30,21.0,31.0,296.3333333333333
3217,toyota,camry,MID-SIZE,2.5,4.0,AV,Regular Gasoline,5.5,6.0,5.7,50,43.0,39.0,177.8
3218,toyota,camry,MID-SIZE,2.5,4.0,AV,Regular Gasoline,5.7,6.0,5.9,48,41.0,39.0,185.20833333333331
3219,toyota,corolla,MID-SIZE,1.8,4.0,A4,Regular Gasoline,8.6,6.5,7.6,37,27.0,36.0,240.2702702702703
3220,toyota,corolla,MID-SIZE,1.8,4.0,AV,Regular Gasoline,8.2,6.2,7.3,39,29.0,38.0,227.94871794871793
3221,toyota,corolla,MID-SIZE,1.8,4.0,AV7,Regular Gasoline,7.9,6.1,7.1,40,30.0,39.0,222.25
3222,toyota,corolla,MID-SIZE,1.8,4.0,M6,Regular Gasoline,8.4,6.4,7.5,38,28.0,37.0,233.94736842105263
3223,toyota,corolla,MID-SIZE,1.8,4.0,AV,Regular Gasoline,7.7,5.6,6.8,42,31.0,42.0,211.66666666666666
3224,toyota,corolla,MID-SIZE,1.8,4.0,AV,Regular Gasoline,7.7,6.0,6.9,41,31.0,39.0,216.82926829268294
3225,toyota,highlander,SUV - SMALL,3.5,6.0,AS6,Regular Gasoline,12.5,9.3,11.1,25,19.0,25.0,355.6
3226,toyota,highlander,SUV - STANDARD,3.5,6.0,AS6,Regular Gasoline,13.0,9.8,11.6,24,18.0,24.0,370.41666666666663
3227,toyota,highlander,SUV - STANDARD,3.5,6.0,AV6,Regular Gasoline,8.6,8.4,8.5,33,27.0,28.0,269.3939393939394
3228,toyota,highlander,SUV - STANDARD,3.5,6.0,AV6,Regular Gasoline,8.4,8.3,8.4,34,28.0,28.0,261.4705882352941
3229,toyota,prius,MID-SIZE,1.8,4.0,AV,Regular Gasoline,4.4,4.6,4.5,63,53.0,51.0,141.11111111111111
3230,toyota,prius,COMPACT,1.5,4.0,AV,Regular Gasoline,4.5,5.1,4.7,60,52.0,46.0,148.16666666666666
3231,toyota,prius,STATION WAGON - MID-SIZE,1.8,4.0,AV,Regular Gasoline,5.4,5.8,5.6,50,44.0,41.0,177.8
3232,toyota,rav4,SUV - SMALL,2.5,4.0,AS6,Regular Gasoline,10.1,7.7,9.0,31,23.0,31.0,286.7741935483871
3233,toyota,rav4,SUV - SMALL,2.5,4.0,AS6,Regular Gasoline,10.5,8.2,9.5,30,22.0,29.0,296.3333333333333
3234,toyota,rav4,SUV - SMALL,2.5,4.0,AV6,Regular Gasoline,6.9,7.6,7.2,39,34.0,31.0,227.94871794871793
3235,toyota,rav4,SUV - SMALL,2.5,4.0,AS6,Regular Gasoline,10.0,7.6,8.9,32,24.0,31.0,277.8125
3236,toyota,rav4,SUV - SMALL,2.5,4.0,AS6,Regular Gasoline,10.6,8.1,9.4,30,22.0,29.0,296.3333333333333
3237,toyota,sequoia,SUV - STANDARD,5.7,8.0,AS6,Regular Gasoline,18.8,14.0,16.6,17,13.0,17.0,522.9411764705882
3238,toyota,sienna,MINIVAN,3.5,6.0,AS6,Regular Gasoline,13.0,9.5,11.4,25,18.0,25.0,355.6
3239,toyota,sienna,MINIVAN,3.5,6.0,AS6,Regular Gasoline,14.4,10.2,12.5,23,16.0,23.0,386.52173913043475
3240,toyota,tacoma,PICKUP TRUCK - SMALL,2.7,4.0,AS6,Regular Gasoline,12.0,10.0,11.1,25,20.0,24.0,355.6
3241,toyota,tacoma,PICKUP TRUCK - SMALL,3.5,6.0,AS6,Regular Gasoline,12.6,10.0,11.4,25,19.0,24.0,355.6
3242,toyota,tacoma,PICKUP TRUCK - SMALL,2.7,4.0,AS6,Regular Gasoline,12.7,10.5,11.7,24,19.0,22.0,370.41666666666663
3243,toyota,tacoma,PICKUP TRUCK - SMALL,2.7,4.0,M5,Regular Gasoline,12.4,11.4,11.9,24,19.0,21.0,370.41666666666663
3244,toyota,tacoma,PICKUP TRUCK - SMALL,3.5,6.0,AS6,Regular Gasoline,13.1,10.5,11.9,24,18.0,22.0,370.41666666666663
3245,toyota,tacoma,PICKUP TRUCK - SMALL,3.5,6.0,M6,Regular Gasoline,13.6,11.2,12.5,23,17.0,21.0,386.52173913043475
3246,toyota,tacoma,PICKUP TRUCK - SMALL,3.5,6.0,M6,Regular Gasoline,13.8,11.7,12.9,22,17.0,20.0,404.0909090909091
3247,toyota,tundra,PICKUP TRUCK - STANDARD,4.6,8.0,AS6,Regular Gasoline,15.9,12.3,14.3,20,15.0,19.0,444.5
3248,toyota,tundra,PICKUP TRUCK - STANDARD,5.7,8.0,AS6,Regular Gasoline,17.3,13.0,15.4,18,14.0,18.0,493.88888888888886
3249,toyota,tundra,PICKUP TRUCK - STANDARD,4.6,8.0,AS6,Regular Gasoline,16.9,12.9,15.1,19,14.0,18.0,467.89473684210526
3250,toyota,tundra,PICKUP TRUCK - STANDARD,5.7,8.0,AS6,Regular Gasoline,18.2,14.1,16.3,17,13.0,17.0,522.9411764705882
3251,toyota,venza,SUV - SMALL,2.7,4.0,AS6,Regular Gasoline,11.6,9.0,10.4,27,20.0,26.0,329.25925925925924
3252,toyota,venza,SUV - SMALL,3.5,6.0,AS6,Regular Gasoline,12.5,9.0,10.9,26,19.0,26.0,341.92307692307696
3253,toyota,venza,SUV - SMALL,2.7,4.0,AS6,Regular Gasoline,11.6,9.2,10.5,27,20.0,26.0,329.25925925925924
3254,toyota,venza,SUV - SMALL,3.5,6.0,AS6,Regular Gasoline,12.8,9.3,11.3,25,18.0,25.0,355.6
3255,toyota,yaris,COMPACT,1.5,4.0,AS6,Regular Gasoline,7.2,5.6,6.4,44,33.0,42.0,202.04545454545456
3256,toyota,yaris,COMPACT,1.5,4.0,M6,Regular Gasoline,7.6,5.7,6.7,42,31.0,41.0,211.66666666666666
3257,toyota,yaris,COMPACT,1.5,4.0,A4,Regular Gasoline,7.8,6.6,7.3,39,30.0,36.0,227.94871794871793
3258,toyota,yaris,COMPACT,1.5,4.0,M5,Regular Gasoline,7.7,6.3,7.1,40,31.0,37.0,222.25
3259,volkswagen,beetle,COMPACT,1.8,4.0,AS6,Regular Gasoline,9.6,7.0,8.4,34,25.0,34.0,261.4705882352941
3260,volkswagen,beetle,COMPACT,1.8,4.0,M5,Regular Gasoline,9.5,6.9,8.4,34,25.0,34.0,261.4705882352941
3261,volkswagen,beetle,SUBCOMPACT,1.8,4.0,AS6,Regular Gasoline,9.6,7.0,8.4,34,25.0,34.0,261.4705882352941
3262,volkswagen,beetle,COMPACT,1.8,4.0,AS6,Regular Gasoline,9.7,7.5,8.7,32,24.0,31.0,277.8125
3263,volkswagen,cc,COMPACT,2.0,4.0,AM6,Premium Gasoline,10.7,7.7,9.3,30,22.0,31.0,296.3333333333333
3264,volkswagen,golf,COMPACT,1.8,4.0,AS6,Regular Gasoline,9.3,6.5,8.1,35,25.0,36.0,254.0
3265,volkswagen,golf,COMPACT,1.8,4.0,M5,Regular Gasoline,9.3,6.4,8.0,35,25.0,37.0,254.0
3266,volkswagen,golf,COMPACT,2.0,4.0,AM6,Regular Gasoline,9.5,7.2,8.5,33,25.0,33.0,269.3939393939394
3267,volkswagen,golf,COMPACT,2.0,4.0,M6,Regular Gasoline,9.4,6.9,8.3,34,25.0,34.0,261.4705882352941
3268,volkswagen,golf,COMPACT,2.0,4.0,AM6,Premium Gasoline,10.4,7.9,9.3,30,23.0,30.0,296.3333333333333
3269,volkswagen,golf,COMPACT,2.0,4.0,M6,Premium Gasoline,10.9,7.7,9.4,30,22.0,31.0,296.3333333333333
3270,volkswagen,golf,STATION WAGON - SMALL,1.8,4.0,AS6,Regular Gasoline,9.4,6.8,8.2,34,25.0,35.0,261.4705882352941
3271,volkswagen,golf,STATION WAGON - SMALL,1.8,4.0,M5,Regular Gasoline,9.5,6.6,8.2,34,25.0,36.0,261.4705882352941
3272,volkswagen,jetta,COMPACT,1.4,4.0,AS6,Regular Gasoline,8.5,6.0,7.3,39,28.0,39.0,227.94871794871793
3273,volkswagen,jetta,COMPACT,1.4,4.0,M5,Regular Gasoline,8.3,5.9,7.2,39,28.0,40.0,227.94871794871793
3274,volkswagen,jetta,COMPACT,1.8,4.0,AS6,Regular Gasoline,9.2,6.4,8.0,35,26.0,37.0,254.0
3275,volkswagen,jetta,COMPACT,1.8,4.0,M5,Regular Gasoline,9.4,6.4,8.1,35,25.0,37.0,254.0
3276,volkswagen,jetta,COMPACT,2.0,4.0,AM6,Regular Gasoline,9.8,7.0,8.6,33,24.0,34.0,269.3939393939394
3277,volkswagen,jetta,COMPACT,2.0,4.0,M6,Regular Gasoline,10.1,7.2,8.8,32,23.0,33.0,277.8125
3278,volkswagen,jetta,COMPACT,1.4,4.0,AM7,Premium Gasoline,5.7,4.9,5.3,53,41.0,48.0,167.73584905660377
3279,volkswagen,passat,MID-SIZE,1.8,4.0,AS6,Regular Gasoline,9.4,6.3,8.0,35,25.0,37.0,254.0
3280,volkswagen,passat,MID-SIZE,1.8,4.0,M6,Regular Gasoline,9.5,6.4,8.1,35,25.0,37.0,254.0
3281,volkswagen,passat,MID-SIZE,3.6,6.0,AM6,Regular Gasoline,11.9,8.5,10.4,27,20.0,28.0,329.25925925925924
3282,volkswagen,tiguan,SUV - SMALL,2.0,4.0,AS6,Premium Gasoline,11.7,9.5,10.7,26,20.0,25.0,341.92307692307696
3283,volkswagen,tiguan,SUV - SMALL,2.0,4.0,M6,Premium Gasoline,13.0,9.0,11.2,25,18.0,26.0,355.6
3284,volkswagen,tiguan,SUV - SMALL,2.0,4.0,AS6,Premium Gasoline,11.6,9.3,10.6,27,20.0,25.0,329.25925925925924
3285,volkswagen,touareg,SUV - STANDARD,3.6,6.0,AS8,Regular Gasoline,14.1,10.4,12.4,23,17.0,23.0,386.52173913043475
3286,volkswagen,touareg,SUV - STANDARD,3.0,6.0,AS8,Diesel,11.2,8.4,9.8,29,21.0,28.0,351.0344827586207
3287,volvo,s60,COMPACT,2.5,5.0,AS6,Regular Gasoline,11.8,8.6,10.3,27,20.0,27.0,329.25925925925924
3288,volvo,s60,COMPACT,2.0,4.0,AS8,Regular Gasoline,9.6,6.7,8.3,34,25.0,35.0,261.4705882352941
3289,volvo,s60,COMPACT,2.5,5.0,AS6,Regular Gasoline,11.6,8.2,10.1,28,20.0,29.0,317.5
3290,volvo,s60,COMPACT,2.0,4.0,AS8,Regular Gasoline,9.6,6.7,8.3,34,25.0,35.0,261.4705882352941
3291,volvo,s60,COMPACT,2.5,5.0,AS6,Regular Gasoline,11.6,8.2,10.1,28,20.0,29.0,317.5
3292,volvo,s60,COMPACT,2.0,4.0,AS8,Premium Gasoline,10.6,7.7,9.3,30,22.0,31.0,296.3333333333333
3293,volvo,s60,COMPACT,2.0,4.0,AS8,Premium Gasoline,11.3,8.2,9.9,29,21.0,29.0,306.55172413793105
3294,volvo,s60,COMPACT,3.0,6.0,AS6,Regular Gasoline,13.0,9.0,11.2,25,18.0,26.0,355.6
3295,volvo,s60,COMPACT,3.0,6.0,AS6,Regular Gasoline,13.0,9.0,11.2,25,18.0,26.0,355.6
3296,volvo,s80,MID-SIZE,2.0,4.0,AS8,Regular Gasoline,9.6,6.7,8.3,34,25.0,35.0,261.4705882352941
3297,volvo,v60,STATION WAGON - SMALL,2.5,5.0,AS6,Regular Gasoline,11.8,8.6,10.3,27,20.0,27.0,329.25925925925924
3298,volvo,v60,STATION WAGON - SMALL,2.0,4.0,AS8,Regular Gasoline,9.6,6.7,8.3,34,25.0,35.0,261.4705882352941
3299,volvo,v60,STATION WAGON - SMALL,2.5,5.0,AS6,Regular Gasoline,11.6,8.2,10.1,28,20.0,29.0,317.5
3300,volvo,v60,STATION WAGON - SMALL,2.0,4.0,AS8,Premium Gasoline,11.3,8.2,9.9,29,21.0,29.0,306.55172413793105
3301,volvo,v60,STATION WAGON - SMALL,3.0,6.0,AS6,Regular Gasoline,13.0,9.0,11.2,25,18.0,26.0,355.6
3302,volvo,v60,STATION WAGON - SMALL,3.0,6.0,AS6,Regular Gasoline,13.0,9.0,11.2,25,18.0,26.0,355.6
3303,volvo,xc60,SUV - SMALL,2.0,4.0,AS8,Regular Gasoline,10.3,7.6,9.1,31,23.0,31.0,286.7741935483871
3304,volvo,xc60,SUV - SMALL,2.5,5.0,AS6,Regular Gasoline,12.5,9.2,11.0,26,19.0,26.0,341.92307692307696
3305,volvo,xc60,SUV - SMALL,2.0,4.0,AS8,Premium Gasoline,11.0,8.1,9.7,29,21.0,29.0,306.55172413793105
3306,volvo,xc60,SUV - SMALL,2.0,4.0,AS8,Premium Gasoline,11.8,9.1,10.6,27,20.0,26.0,329.25925925925924
3307,volvo,xc60,SUV - SMALL,3.0,6.0,AS6,Regular Gasoline,13.7,10.1,12.0,24,17.0,23.0,370.41666666666663
3308,volvo,xc70,SUV - SMALL,2.0,4.0,AS8,Regular Gasoline,10.3,7.6,9.1,31,23.0,31.0,286.7741935483871
3309,volvo,xc70,SUV - SMALL,2.5,5.0,AS6,Regular Gasoline,12.5,9.2,11.0,26,19.0,26.0,341.92307692307696
3310,volvo,xc90,SUV - STANDARD,2.0,4.0,AS8,Premium Gasoline,10.6,9.1,10.0,28,22.0,26.0,317.5
3311,volvo,xc90,SUV - STANDARD,2.0,4.0,AS8,Premium Gasoline,10.8,9.5,10.2,28,22.0,25.0,317.5
3312,volvo,xc90,SUV - STANDARD,2.0,4.0,AS8,Premium Gasoline,11.5,9.5,10.6,27,20.0,25.0,329.25925925925924
3313,acura,ilx,COMPACT,2.4,4.0,AM8,Premium Gasoline,9.4,6.8,8.2,34,25.0,35.0,261.4705882352941
3314,acura,mdx,SUV - SMALL,3.5,6.0,AS9,Premium Gasoline,12.6,9.0,11.0,26,19.0,26.0,341.92307692307696
3315,acura,mdx,SUV - SMALL,3.5,6.0,AS9,Premium Gasoline,12.2,9.0,10.7,26,19.0,26.0,341.92307692307696
3316,acura,mdx,SUV - SMALL,3.0,6.0,AM7,Premium Gasoline,9.1,9.0,9.0,31,26.0,26.0,286.7741935483871
3317,acura,nsx,TWO-SEATER,3.5,6.0,AM9,Premium Gasoline,11.1,10.8,11.0,26,21.0,22.0,341.92307692307696
3318,acura,rdx,SUV - SMALL,3.5,6.0,AS6,Premium Gasoline,12.4,8.7,10.7,26,19.0,27.0,341.92307692307696
3319,acura,rlx,MID-SIZE,3.5,6.0,AM7,Premium Gasoline,8.2,7.8,8.1,35,29.0,30.0,254.0
3320,acura,tlx,COMPACT,2.4,4.0,AM8,Premium Gasoline,9.6,6.6,8.3,34,25.0,36.0,261.4705882352941
3321,acura,tlx,COMPACT,3.5,6.0,AS9,Premium Gasoline,11.2,7.5,9.6,29,21.0,31.0,306.55172413793105
3322,alfa romeo,4c,TWO-SEATER,1.8,4.0,AM6,Premium Gasoline,9.7,6.9,8.4,34,24.0,34.0,261.4705882352941
3323,alfa romeo,4c,TWO-SEATER,1.8,4.0,AM6,Premium Gasoline,9.7,6.9,8.4,34,24.0,34.0,261.4705882352941
3324,alfa romeo,giulia,MID-SIZE,2.0,4.0,A8,Premium Gasoline,10.0,7.2,8.7,32,24.0,33.0,277.8125
3325,alfa romeo,giulia,MID-SIZE,2.0,4.0,A8,Premium Gasoline,10.5,7.7,9.2,31,22.0,31.0,286.7741935483871
3326,alfa romeo,giulia,MID-SIZE,2.9,6.0,A8,Premium Gasoline,13.8,9.6,11.9,24,17.0,25.0,370.41666666666663
3327,aston martin,db11,MINICOMPACT,5.2,12.0,A8,Premium Gasoline,15.5,11.4,13.7,21,15.0,21.0,423.3333333333333
3328,aston martin,rapide,SUBCOMPACT,6.0,12.0,A8,Premium Gasoline,16.7,10.9,14.1,20,14.0,22.0,444.5
3329,aston martin,vanquish,MINICOMPACT,6.0,12.0,A8,Premium Gasoline,17.5,11.4,14.7,19,13.0,21.0,467.89473684210526
3330,aston martin,v12,TWO-SEATER,6.0,12.0,AM7,Premium Gasoline,19.4,12.8,16.4,17,12.0,18.0,522.9411764705882
3331,aston martin,v12,TWO-SEATER,6.0,12.0,M7,Premium Gasoline,23.2,14.4,19.2,15,10.0,16.0,592.6666666666666
3332,audi,a3,SUBCOMPACT,2.0,4.0,AM7,Regular Gasoline,9.1,6.8,8.0,35,26.0,35.0,254.0
3333,audi,a3,SUBCOMPACT,2.0,4.0,AM6,Regular Gasoline,9.7,7.5,8.7,32,24.0,31.0,277.8125
3334,audi,a3,SUBCOMPACT,2.0,4.0,AM6,Regular Gasoline,10.8,8.0,9.5,30,22.0,29.0,296.3333333333333
3335,audi,a4,COMPACT,2.0,4.0,AM7,Premium Gasoline,8.6,6.4,7.6,37,27.0,37.0,240.2702702702703
3336,audi,a4,COMPACT,2.0,4.0,AM7,Premium Gasoline,9.8,7.7,8.8,32,24.0,31.0,277.8125
3337,audi,a4,COMPACT,2.0,4.0,M6,Premium Gasoline,9.9,7.0,8.6,33,24.0,34.0,269.3939393939394
3338,audi,a4,STATION WAGON - SMALL,2.0,4.0,AM7,Premium Gasoline,10.2,8.3,9.3,30,23.0,28.0,296.3333333333333
3339,audi,a5,SUBCOMPACT,2.0,4.0,AS8,Premium Gasoline,11.0,8.0,9.7,29,21.0,29.0,306.55172413793105
3340,audi,a5,SUBCOMPACT,2.0,4.0,M6,Premium Gasoline,10.4,7.3,9.0,31,23.0,32.0,286.7741935483871
3341,audi,a5,SUBCOMPACT,2.0,4.0,AS8,Premium Gasoline,11.3,8.2,9.9,29,21.0,29.0,306.55172413793105
3342,audi,a6,MID-SIZE,2.0,4.0,AS8,Premium Gasoline,10.9,7.5,9.4,30,22.0,31.0,296.3333333333333
3343,audi,a6,MID-SIZE,3.0,6.0,AS8,Premium Gasoline,11.5,8.2,10.0,28,20.0,29.0,317.5
3344,audi,a7,MID-SIZE,3.0,6.0,AS8,Premium Gasoline,11.5,8.2,10.0,28,20.0,29.0,317.5
3345,audi,a8,MID-SIZE,3.0,6.0,AS8,Premium Gasoline,12.6,8.0,10.5,27,19.0,29.0,329.25925925925924
3346,audi,a8,MID-SIZE,4.0,8.0,AS8,Premium Gasoline,12.9,8.0,10.7,26,18.0,29.0,341.92307692307696
3347,audi,a8l,FULL-SIZE,4.0,8.0,AS8,Premium Gasoline,13.1,8.3,10.9,26,18.0,28.0,341.92307692307696
3348,audi,q3,COMPACT,2.0,4.0,AS6,Premium Gasoline,11.9,8.4,10.3,27,20.0,28.0,329.25925925925924
3349,audi,q3,COMPACT,2.0,4.0,AS6,Premium Gasoline,11.9,8.4,10.3,27,20.0,28.0,329.25925925925924
3350,audi,q5,SUV - SMALL,2.0,4.0,AS8,Premium Gasoline,12.0,8.6,10.5,27,20.0,27.0,329.25925925925924
3351,audi,q5,SUV - SMALL,3.0,6.0,AS8,Premium Gasoline,13.2,9.2,11.4,25,18.0,26.0,355.6
3352,audi,q7,SUV - STANDARD,2.0,4.0,AS8,Premium Gasoline,11.9,9.6,10.8,26,20.0,25.0,341.92307692307696
3353,audi,q7,SUV - STANDARD,3.0,6.0,AS8,Premium Gasoline,12.6,9.4,11.1,25,19.0,25.0,355.6
3354,audi,r8,TWO-SEATER,5.2,10.0,AM7,Premium Gasoline,16.5,11.2,14.1,20,14.0,21.0,444.5
3355,audi,r8,TWO-SEATER,5.2,10.0,AM7,Premium Gasoline,16.5,11.2,14.1,20,14.0,21.0,444.5
3356,audi,rs,MID-SIZE,4.0,8.0,AS8,Premium Gasoline,16.2,9.3,13.1,22,15.0,25.0,404.0909090909091
3357,audi,s3,SUBCOMPACT,2.0,4.0,AM6,Premium Gasoline,11.0,8.5,9.9,29,21.0,28.0,306.55172413793105
3358,audi,s5,SUBCOMPACT,3.0,6.0,AM7,Premium Gasoline,13.0,8.5,11.0,26,18.0,28.0,341.92307692307696
