,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),Fuel Consumption City MPG,Fuel Consumption Hwy MPG,Carbon emissions per mile(g)
0,acura,ilx,COMPACT,2.0,4.0,AS5,Premium Gasoline,9.9,6.7,8.5,33,24.0,35.0,269.3939393939394
1,acura,ilx,COMPACT,2.4,4.0,M6,Premium Gasoline,11.2,7.7,9.6,29,21.0,31.0,306.55172413793105
2,acura,ilx,COMPACT,1.5,4.0,AV7,Premium Gasoline,6.0,5.8,5.9,48,39.0,41.0,185.20833333333331
3,acura,mdx,SUV - SMALL,3.5,6.0,AS6,Premium Gasoline,12.7,9.1,11.1,25,19.0,26.0,355.6
4,acura,rdx,SUV - SMALL,3.5,6.0,AS6,Premium Gasoline,12.1,8.7,10.6,27,19.0,27.0,329.25925925925924
5,acura,rlx,MID-SIZE,3.5,6.0,AS6,Premium Gasoline,11.9,7.7,10.0,28,20.0,31.0,317.5
6,acura,tl,MID-SIZE,3.5,6.0,AS6,Premium Gasoline,11.8,8.1,10.1,28,20.0,29.0,317.5
7,acura,tl,MID-SIZE,3.7,6.0,AS6,Premium Gasoline,12.8,9.0,11.1,25,18.0,26.0,355.6
8,acura,tl,MID-SIZE,3.7,6.0,M6,Premium Gasoline,13.4,9.5,11.6,24,18.0,25.0,370.41666666666663
9,acura,tsx,COMPACT,2.4,4.0,AS5,Premium Gasoline,10.6,7.5,9.2,31,22.0,31.0,286.7741935483871
10,acura,tsx,COMPACT,2.4,4.0,M6,Premium Gasoline,11.2,8.1,9.8,29,21.0,29.0,306.55172413793105
11,acura,tsx,COMPACT,3.5,6.0,AS5,Premium Gasoline,12.1,8.3,10.4,27,19.0,28.0,329.25925925925924
12,alfa romeo,4c,TWO-SEATER,1.8,4.0,AM6,Premium Gasoline,9.7,6.9,8.4,34,24.0,34.0,261.4705882352941
13,aston martin,db9,MINICOMPACT,5.9,12.0,A6,Premium Gasoline,18.0,12.6,15.6,18,13.0,19.0,493.88888888888886
14,aston martin,rapide,SUBCOMPACT,5.9,12.0,A6,Premium Gasoline,18.0,12.6,15.6,18,13.0,19.0,493.88888888888886
15,aston martin,v8,TWO-SEATER,4.7,8.0,AM7,Premium Gasoline,17.4,11.3,14.7,19,14.0,21.0,467.89473684210526
16,aston martin,v8,TWO-SEATER,4.7,8.0,M6,Premium Gasoline,18.1,12.2,15.4,18,13.0,19.0,493.88888888888886
17,aston martin,v8,TWO-SEATER,4.7,8.0,AM7,Premium Gasoline,17.4,11.3,14.7,19,14.0,21.0,467.89473684210526
18,aston martin,v8,TWO-SEATER,4.7,8.0,M6,Premium Gasoline,18.1,12.2,15.4,18,13.0,19.0,493.88888888888886
19,aston martin,vanquish,MINICOMPACT,5.9,12.0,A6,Premium Gasoline,18.0,12.6,15.6,18,13.0,19.0,493.88888888888886
20,audi,a4,COMPACT,2.0,4.0,AV8,Premium Gasoline,9.9,7.4,8.8,32,24.0,32.0,277.8125
21,audi,a4,COMPACT,2.0,4.0,AS8,Premium Gasoline,11.5,8.1,10.0,28,20.0,29.0,317.5
22,audi,a4,COMPACT,2.0,4.0,M6,Premium Gasoline,10.8,7.5,9.3,30,22.0,31.0,296.3333333333333
23,audi,a5,SUBCOMPACT,2.0,4.0,AS8,Premium Gasoline,11.5,8.1,10.0,28,20.0,29.0,317.5
24,audi,a5,SUBCOMPACT,2.0,4.0,AS8,Premium Gasoline,11.5,8.1,10.0,28,20.0,29.0,317.5
25,audi,a5,SUBCOMPACT,2.0,4.0,M6,Premium Gasoline,10.8,7.5,9.3,30,22.0,31.0,296.3333333333333
26,audi,a6,MID-SIZE,2.0,4.0,AS8,Premium Gasoline,12.0,8.1,10.2,28,20.0,29.0,317.5
27,audi,a6,MID-SIZE,3.0,6.0,AS8,Premium Gasoline,12.8,8.6,10.9,26,18.0,27.0,341.92307692307696
28,audi,a6,MID-SIZE,3.0,6.0,AS8,Diesel,9.8,6.2,8.1,35,24.0,38.0,290.85714285714283
29,audi,a7,MID-SIZE,3.0,6.0,AS8,Premium Gasoline,13.3,8.5,11.2,25,18.0,28.0,355.6
30,audi,a7,MID-SIZE,3.0,6.0,AS8,Diesel,9.8,6.2,8.1,35,24.0,38.0,290.85714285714283
31,audi,a8,MID-SIZE,3.0,6.0,AS8,Premium Gasoline,13.1,8.8,11.2,25,18.0,27.0,355.6
32,audi,a8,MID-SIZE,4.0,8.0,AS8,Premium Gasoline,13.7,8.3,11.3,25,17.0,28.0,355.6
33,audi,a8,MID-SIZE,3.0,6.0,AS8,Diesel,9.8,6.5,8.4,34,24.0,36.0,299.4117647058824
34,audi,a8l,FULL-SIZE,3.0,6.0,AS8,Premium Gasoline,13.1,8.8,11.2,25,18.0,27.0,355.6
35,audi,a8l,FULL-SIZE,4.0,8.0,AS8,Premium Gasoline,14.7,9.7,12.5,23,16.0,24.0,386.52173913043475
36,audi,a8l,FULL-SIZE,6.3,12.0,AS8,Premium Gasoline,18.7,11.5,15.5,18,13.0,20.0,493.88888888888886
37,audi,a8l,FULL-SIZE,3.0,6.0,AS8,Diesel,9.8,6.5,8.4,34,24.0,36.0,299.4117647058824
38,audi,allroad,STATION WAGON - SMALL,2.0,4.0,AS8,Premium Gasoline,11.8,8.8,10.5,27,20.0,27.0,329.25925925925924
39,audi,q5,SUV - SMALL,2.0,4.0,AS8,Premium Gasoline,12.0,8.5,10.4,27,20.0,28.0,329.25925925925924
40,audi,q5,SUV - SMALL,3.0,6.0,AS8,Premium Gasoline,12.9,9.2,11.2,25,18.0,26.0,355.6
41,audi,q5,SUV - SMALL,3.0,6.0,AS8,Diesel,10.2,7.8,9.0,31,23.0,30.0,328.38709677419354
42,audi,q5,SUV - SMALL,2.0,4.0,AS8,Premium Gasoline,9.9,8.3,9.2,31,24.0,28.0,286.7741935483871
43,audi,q7,SUV - STANDARD,3.0,6.0,AS8,Premium Gasoline,15.1,10.9,13.2,21,16.0,22.0,423.3333333333333
44,audi,q7,SUV - STANDARD,3.0,6.0,AS8,Diesel,12.4,8.7,10.7,26,19.0,27.0,391.53846153846155
45,audi,r8,TWO-SEATER,4.2,8.0,A7,Premium Gasoline,17.6,11.0,14.6,19,13.0,21.0,467.89473684210526
46,audi,r8,TWO-SEATER,4.2,8.0,M6,Premium Gasoline,21.2,13.4,17.7,16,11.0,18.0,555.625
47,audi,r8,TWO-SEATER,5.2,10.0,A7,Premium Gasoline,18.2,10.6,14.8,19,13.0,22.0,467.89473684210526
48,audi,r8,TWO-SEATER,5.2,10.0,M6,Premium Gasoline,21.1,13.8,17.8,16,11.0,17.0,555.625
49,audi,r8,TWO-SEATER,4.2,8.0,A7,Premium Gasoline,17.6,11.0,14.6,19,13.0,21.0,467.89473684210526
50,audi,r8,TWO-SEATER,4.2,8.0,M6,Premium Gasoline,21.2,13.4,17.7,16,11.0,18.0,555.625
51,audi,r8,TWO-SEATER,5.2,10.0,A7,Premium Gasoline,18.2,10.6,14.8,19,13.0,22.0,467.89473684210526
52,audi,r8,TWO-SEATER,5.2,10.0,M6,Premium Gasoline,21.1,13.8,17.8,16,11.0,17.0,555.625
53,audi,rs,SUBCOMPACT,4.2,8.0,A7,Premium Gasoline,15.3,10.9,13.3,21,15.0,22.0,423.3333333333333
54,audi,rs,SUBCOMPACT,4.2,8.0,A7,Premium Gasoline,15.2,11.3,13.4,21,15.0,21.0,423.3333333333333
55,audi,rs,MID-SIZE,4.0,8.0,AS8,Premium Gasoline,15.5,8.8,12.5,23,15.0,27.0,386.52173913043475
56,audi,s4,COMPACT,3.0,6.0,A7,Premium Gasoline,13.2,9.2,11.4,25,18.0,26.0,355.6
57,audi,s4,COMPACT,3.0,6.0,M6,Premium Gasoline,14.6,9.8,12.4,23,16.0,24.0,386.52173913043475
58,audi,s5,SUBCOMPACT,3.0,6.0,A7,Premium Gasoline,13.2,9.2,11.4,25,18.0,26.0,355.6
59,audi,s5,SUBCOMPACT,3.0,6.0,M6,Premium Gasoline,14.6,9.8,12.4,23,16.0,24.0,386.52173913043475
60,audi,s5,SUBCOMPACT,3.0,6.0,A7,Premium Gasoline,13.3,9.5,11.6,24,18.0,25.0,370.41666666666663
61,audi,s6,MID-SIZE,4.0,8.0,A7,Premium Gasoline,14.2,9.7,12.2,23,17.0,24.0,386.52173913043475
62,audi,s7,MID-SIZE,4.0,8.0,A7,Premium Gasoline,14.2,9.7,12.2,23,17.0,24.0,386.52173913043475
63,audi,s8,MID-SIZE,4.0,8.0,AS8,Premium Gasoline,15.8,9.2,12.8,22,15.0,26.0,404.0909090909091
64,audi,sq5,SUV - SMALL,3.0,6.0,AS8,Premium Gasoline,14.9,10.1,12.7,22,16.0,23.0,404.0909090909091
65,audi,tt,SUBCOMPACT,2.0,4.0,A6,Premium Gasoline,10.4,7.6,9.1,31,23.0,31.0,286.7741935483871
66,audi,tt,TWO-SEATER,2.0,4.0,A6,Premium Gasoline,10.4,7.6,9.1,31,23.0,31.0,286.7741935483871
67,audi,tts,SUBCOMPACT,2.0,4.0,A6,Premium Gasoline,11.5,8.8,10.3,27,20.0,27.0,329.25925925925924
68,audi,tts,TWO-SEATER,2.0,4.0,A6,Premium Gasoline,11.5,8.8,10.3,27,20.0,27.0,329.25925925925924
69,bentley,continental,SUBCOMPACT,4.0,8.0,AS8,Premium Gasoline,16.3,9.8,13.4,21,14.0,24.0,423.3333333333333
70,bentley,continental,SUBCOMPACT,6.0,12.0,AS8,Premium Gasoline,18.8,11.5,15.5,18,13.0,20.0,493.88888888888886
71,bentley,continental,SUBCOMPACT,4.0,8.0,AS8,Premium Gasoline,17.4,10.2,14.2,20,14.0,23.0,444.5
72,bentley,continental,SUBCOMPACT,6.0,12.0,AS8,Premium Gasoline,20.0,12.2,16.5,17,12.0,19.0,522.9411764705882
73,bentley,continental,SUBCOMPACT,6.0,12.0,AS8,Premium Gasoline,20.0,12.2,16.5,17,12.0,19.0,522.9411764705882
74,bentley,flying,MID-SIZE,6.0,12.0,AS8,Premium Gasoline,20.3,11.9,16.5,17,12.0,20.0,522.9411764705882
75,bentley,mulsanne,MID-SIZE,6.8,8.0,AS8,Premium Gasoline,22.3,14.9,19.0,15,11.0,16.0,592.6666666666666
76,bmw,320i,COMPACT,2.0,4.0,A8,Premium Gasoline,10.0,6.5,8.4,34,24.0,36.0,261.4705882352941
77,bmw,320i,COMPACT,2.0,4.0,M6,Premium Gasoline,10.4,6.7,8.7,32,23.0,35.0,277.8125
78,bmw,320i,COMPACT,2.0,4.0,A8,Premium Gasoline,10.2,7.0,8.8,32,23.0,34.0,277.8125
79,bmw,328d,COMPACT,2.0,4.0,A8,Diesel,7.6,5.5,6.7,42,31.0,43.0,242.38095238095238
80,bmw,328d,STATION WAGON - SMALL,2.0,4.0,A8,Diesel,7.6,5.5,6.7,42,31.0,43.0,242.38095238095238
81,bmw,328i,COMPACT,2.0,4.0,A8,Premium Gasoline,10.0,6.5,8.4,34,24.0,36.0,261.4705882352941
82,bmw,328i,COMPACT,2.0,4.0,M6,Premium Gasoline,10.4,6.7,8.7,32,23.0,35.0,277.8125
83,bmw,328i,COMPACT,2.0,4.0,A8,Premium Gasoline,10.6,7.2,9.1,31,22.0,33.0,286.7741935483871
84,bmw,328i,FULL-SIZE,2.0,4.0,A8,Premium Gasoline,10.6,7.2,9.1,31,22.0,33.0,286.7741935483871
85,bmw,328i,STATION WAGON - SMALL,2.0,4.0,A8,Premium Gasoline,10.6,7.2,9.1,31,22.0,33.0,286.7741935483871
86,bmw,335i,COMPACT,3.0,6.0,A8,Premium Gasoline,11.4,7.3,9.6,29,21.0,32.0,306.55172413793105
87,bmw,335i,COMPACT,3.0,6.0,M6,Premium Gasoline,11.8,7.9,10.0,28,20.0,30.0,317.5
88,bmw,335i,COMPACT,3.0,6.0,A8,Premium Gasoline,11.7,7.8,9.9,29,20.0,30.0,306.55172413793105
89,bmw,335i,COMPACT,3.0,6.0,M6,Premium Gasoline,11.9,8.3,10.3,27,20.0,28.0,329.25925925925924
90,bmw,335i,FULL-SIZE,3.0,6.0,A8,Premium Gasoline,11.9,8.0,10.1,28,20.0,29.0,317.5
91,bmw,428i,COMPACT,2.0,4.0,A8,Premium Gasoline,10.0,6.5,8.4,34,24.0,36.0,261.4705882352941
92,bmw,428i,COMPACT,2.0,4.0,M6,Premium Gasoline,10.4,6.7,8.7,32,23.0,35.0,277.8125
93,bmw,428i,COMPACT,2.0,4.0,A8,Premium Gasoline,10.6,7.2,9.1,31,22.0,33.0,286.7741935483871
94,bmw,435i,COMPACT,3.0,6.0,A8,Premium Gasoline,11.4,7.3,9.6,29,21.0,32.0,306.55172413793105
95,bmw,435i,COMPACT,3.0,6.0,M6,Premium Gasoline,11.8,7.9,10.0,28,20.0,30.0,317.5
96,bmw,435i,COMPACT,3.0,6.0,A8,Premium Gasoline,11.7,7.8,9.9,29,20.0,30.0,306.55172413793105
97,bmw,435i,COMPACT,3.0,6.0,M6,Premium Gasoline,11.9,8.3,10.3,27,20.0,28.0,329.25925925925924
98,bmw,528i,MID-SIZE,2.0,4.0,A8,Premium Gasoline,10.2,7.0,8.8,32,23.0,34.0,277.8125
99,bmw,528i,MID-SIZE,2.0,4.0,A8,Premium Gasoline,10.6,7.2,9.1,31,22.0,33.0,286.7741935483871
100,bmw,535d,MID-SIZE,3.0,6.0,A8,Diesel,9.2,6.4,7.9,36,26.0,37.0,282.77777777777777
101,bmw,535i,MID-SIZE,3.0,6.0,A8,Premium Gasoline,11.9,8.0,10.1,28,20.0,29.0,317.5
102,bmw,535i,FULL-SIZE,3.0,6.0,A8,Premium Gasoline,12.5,8.6,10.7,26,19.0,27.0,341.92307692307696
103,bmw,550i,MID-SIZE,4.4,8.0,A8,Premium Gasoline,14.4,9.6,12.2,23,16.0,25.0,386.52173913043475
104,bmw,550i,FULL-SIZE,4.4,8.0,A8,Premium Gasoline,15.0,9.8,12.7,22,16.0,24.0,404.0909090909091
105,bmw,640i,COMPACT,3.0,6.0,A8,Premium Gasoline,11.9,8.0,10.1,28,20.0,29.0,317.5
106,bmw,650i,SUBCOMPACT,4.4,8.0,A8,Premium Gasoline,15.0,9.8,12.7,22,16.0,24.0,404.0909090909091
107,bmw,650i,COMPACT,4.4,8.0,A8,Premium Gasoline,14.4,9.6,12.2,23,16.0,25.0,386.52173913043475
108,bmw,650i,COMPACT,4.4,8.0,A8,Premium Gasoline,15.0,9.8,12.7,22,16.0,24.0,404.0909090909091
109,bmw,740li,FULL-SIZE,3.0,6.0,A8,Premium Gasoline,12.5,8.6,10.7,26,19.0,27.0,341.92307692307696
110,bmw,750i,FULL-SIZE,4.4,8.0,A8,Premium Gasoline,15.0,9.8,12.7,22,16.0,24.0,404.0909090909091
111,bmw,750li,FULL-SIZE,4.4,8.0,A8,Premium Gasoline,15.0,9.8,12.7,22,16.0,24.0,404.0909090909091
112,bmw,760li,FULL-SIZE,6.0,12.0,A8,Premium Gasoline,18.7,11.5,15.5,18,13.0,20.0,493.88888888888886
113,bmw,activehybrid,COMPACT,3.0,6.0,A8,Premium Gasoline,9.2,7.1,8.3,34,26.0,33.0,261.4705882352941
114,bmw,activehybrid,MID-SIZE,3.0,6.0,A8,Premium Gasoline,10.5,7.9,9.3,30,22.0,30.0,296.3333333333333
115,bmw,activehybrid,FULL-SIZE,3.0,6.0,A8,Premium Gasoline,10.5,7.6,9.2,31,22.0,31.0,286.7741935483871
116,bmw,alpina,FULL-SIZE,4.4,8.0,A8,Premium Gasoline,15.0,9.8,12.7,22,16.0,24.0,404.0909090909091
117,bmw,alpina,FULL-SIZE,4.4,8.0,A8,Premium Gasoline,15.0,9.8,12.7,22,16.0,24.0,404.0909090909091
118,bmw,m5,MID-SIZE,4.4,8.0,AM7,Premium Gasoline,17.3,11.5,14.7,19,14.0,20.0,467.89473684210526
119,bmw,m5,MID-SIZE,4.4,8.0,M6,Premium Gasoline,16.2,10.9,13.8,20,15.0,22.0,444.5
120,bmw,m6,COMPACT,4.4,8.0,AM7,Premium Gasoline,17.3,11.5,14.7,19,14.0,20.0,467.89473684210526
121,bmw,m6,COMPACT,4.4,8.0,M6,Premium Gasoline,16.2,10.9,13.8,20,15.0,22.0,444.5
122,bmw,m6,SUBCOMPACT,4.4,8.0,AM7,Premium Gasoline,17.3,11.5,14.7,19,14.0,20.0,467.89473684210526
123,bmw,m6,SUBCOMPACT,4.4,8.0,M6,Premium Gasoline,16.2,10.9,13.8,20,15.0,22.0,444.5
124,bmw,m6,COMPACT,4.4,8.0,AM7,Premium Gasoline,17.3,11.5,14.7,19,14.0,20.0,467.89473684210526
125,bmw,m6,COMPACT,4.4,8.0,M6,Premium Gasoline,16.2,10.9,13.8,20,15.0,22.0,444.5
126,bmw,x1,SUV - SMALL,2.0,4.0,A8,Premium Gasoline,10.6,7.2,9.1,31,22.0,33.0,286.7741935483871
127,bmw,x1,SUV - SMALL,3.0,6.0,A6,Premium Gasoline,13.2,8.9,11.3,25,18.0,26.0,355.6
128,bmw,x3,SUV - SMALL,2.0,4.0,A8,Premium Gasoline,11.2,8.5,10.0,28,21.0,28.0,317.5
129,bmw,x3,SUV - SMALL,3.0,6.0,A8,Premium Gasoline,12.6,9.1,11.0,26,19.0,26.0,341.92307692307696
130,bmw,x5,SUV - STANDARD,3.0,6.0,A8,Premium Gasoline,12.9,8.8,11.1,25,18.0,27.0,355.6
131,bmw,x5,SUV - STANDARD,4.4,8.0,A8,Premium Gasoline,16.3,10.9,13.9,20,14.0,22.0,444.5
132,bmw,x6,SUV - STANDARD,4.4,8.0,A6,Premium Gasoline,18.1,13.7,16.1,18,13.0,17.0,493.88888888888886
133,bmw,x6,SUV - STANDARD,3.0,6.0,A8,Premium Gasoline,13.6,9.8,11.9,24,17.0,24.0,370.41666666666663
134,bmw,x6,SUV - STANDARD,4.4,8.0,A8,Premium Gasoline,16.4,11.3,14.1,20,14.0,21.0,444.5
135,bmw,z4,TWO-SEATER,2.0,4.0,A8,Premium Gasoline,10.8,7.1,9.1,31,22.0,33.0,286.7741935483871
136,bmw,z4,TWO-SEATER,2.0,4.0,M6,Premium Gasoline,10.4,6.7,8.7,32,23.0,35.0,277.8125
137,bmw,z4,TWO-SEATER,3.0,6.0,AM7,Premium Gasoline,13.7,10.1,12.1,23,17.0,23.0,386.52173913043475
138,bmw,z4,TWO-SEATER,3.0,6.0,M6,Premium Gasoline,12.7,9.0,11.0,26,19.0,26.0,341.92307692307696
139,bmw,z4,TWO-SEATER,3.0,6.0,AM7,Premium Gasoline,13.7,10.1,12.1,23,17.0,23.0,386.52173913043475
140,buick,enclave,SUV - STANDARD,3.6,6.0,A6,Regular Gasoline,14.3,9.9,12.3,23,16.0,24.0,386.52173913043475
141,buick,enclave,SUV - STANDARD,3.6,6.0,A6,Regular Gasoline,14.6,10.2,12.6,22,16.0,23.0,404.0909090909091
142,buick,encore,SUV - SMALL,1.4,4.0,AS6,Regular Gasoline,9.5,7.2,8.5,33,25.0,33.0,269.3939393939394
143,buick,encore,SUV - SMALL,1.4,4.0,AS6,Regular Gasoline,10.2,8.0,9.2,31,23.0,29.0,286.7741935483871
144,buick,lacrosse,MID-SIZE,3.6,6.0,AS6,Regular Gasoline,13.7,8.7,11.5,25,17.0,27.0,355.6
145,buick,lacrosse,MID-SIZE,3.6,6.0,AS6,Ethanol(E85),18.4,12.2,15.6,18,13.0,19.0,493.88888888888886
146,buick,lacrosse,MID-SIZE,3.6,6.0,AS6,Regular Gasoline,13.7,8.9,11.5,25,17.0,26.0,355.6
147,buick,lacrosse,MID-SIZE,3.6,6.0,AS6,Ethanol(E85),19.4,13.0,16.5,17,12.0,18.0,522.9411764705882
148,buick,lacrosse,MID-SIZE,2.4,4.0,AS6,Regular Gasoline,9.6,6.5,8.2,34,25.0,36.0,261.4705882352941
149,buick,regal,MID-SIZE,2.0,4.0,AS6,Premium Gasoline,11.5,7.9,9.9,29,20.0,30.0,306.55172413793105
150,buick,regal,MID-SIZE,2.0,4.0,M6,Premium Gasoline,11.6,7.5,9.8,29,20.0,31.0,306.55172413793105
151,buick,regal,MID-SIZE,2.0,4.0,AS6,Premium Gasoline,12.3,8.7,10.7,26,19.0,27.0,341.92307692307696
152,buick,regal,MID-SIZE,2.4,4.0,AS6,Regular Gasoline,9.6,6.5,8.2,34,25.0,36.0,261.4705882352941
153,buick,verano,COMPACT,2.0,4.0,AS6,Premium Gasoline,11.5,7.9,9.9,29,20.0,30.0,306.55172413793105
154,buick,verano,COMPACT,2.0,4.0,M6,Premium Gasoline,11.6,7.5,9.8,29,20.0,31.0,306.55172413793105
155,buick,verano,COMPACT,2.4,4.0,AS6,Regular Gasoline,11.3,7.4,9.5,30,21.0,32.0,296.3333333333333
156,cadillac,ats,COMPACT,2.0,4.0,AS6,Premium Gasoline,11.3,7.5,9.6,29,21.0,31.0,306.55172413793105
157,cadillac,ats,COMPACT,2.0,4.0,M6,Premium Gasoline,12.1,7.9,10.2,28,19.0,30.0,317.5
158,cadillac,ats,COMPACT,2.5,4.0,AS6,Regular Gasoline,10.5,7.2,9.0,31,22.0,33.0,286.7741935483871
159,cadillac,ats,COMPACT,3.6,6.0,AS6,Regular Gasoline,12.8,8.5,10.9,26,18.0,28.0,341.92307692307696
160,cadillac,ats,COMPACT,2.0,4.0,AS6,Premium Gasoline,11.8,8.1,10.1,28,20.0,29.0,317.5
161,cadillac,ats,COMPACT,3.6,6.0,AS6,Regular Gasoline,13.1,9.0,11.3,25,18.0,26.0,355.6
162,cadillac,cts,MID-SIZE,3.6,6.0,AS6,Regular Gasoline,13.2,8.7,11.2,25,18.0,27.0,355.6
163,cadillac,cts,MID-SIZE,3.6,6.0,AS6,Regular Gasoline,13.3,9.0,11.4,25,18.0,26.0,355.6
164,cadillac,cts,MID-SIZE,2.0,4.0,AS6,Premium Gasoline,11.9,7.9,10.1,28,20.0,30.0,317.5
165,cadillac,cts,MID-SIZE,3.6,6.0,AS8,Regular Gasoline,12.9,8.2,10.8,26,18.0,29.0,341.92307692307696
166,cadillac,cts,MID-SIZE,2.0,4.0,AS6,Premium Gasoline,12.6,8.5,10.8,26,19.0,28.0,341.92307692307696
167,cadillac,cts,MID-SIZE,3.6,6.0,AS6,Regular Gasoline,13.1,9.0,11.3,25,18.0,26.0,355.6
168,cadillac,cts,MID-SIZE,3.6,6.0,AS8,Premium Gasoline,15.1,9.9,12.8,22,16.0,24.0,404.0909090909091
169,cadillac,cts,STATION WAGON - SMALL,3.0,6.0,AS6,Regular Gasoline,12.7,8.9,11.0,26,19.0,26.0,341.92307692307696
170,cadillac,cts,STATION WAGON - SMALL,3.6,6.0,AS6,Regular Gasoline,13.3,8.9,11.3,25,18.0,26.0,355.6
171,cadillac,cts,STATION WAGON - SMALL,3.0,6.0,AS6,Regular Gasoline,12.8,9.1,11.1,25,18.0,26.0,355.6
172,cadillac,cts,STATION WAGON - SMALL,3.6,6.0,AS6,Regular Gasoline,13.3,9.0,11.4,25,18.0,26.0,355.6
173,cadillac,cts-v,MID-SIZE,6.2,8.0,AS6,Premium Gasoline,19.7,12.9,16.6,17,12.0,18.0,522.9411764705882
174,cadillac,cts-v,MID-SIZE,6.2,8.0,M6,Premium Gasoline,16.7,12.5,14.8,19,14.0,19.0,467.89473684210526
175,cadillac,cts-v,MID-SIZE,6.2,8.0,AS6,Premium Gasoline,19.7,12.9,16.6,17,12.0,18.0,522.9411764705882
176,cadillac,cts-v,MID-SIZE,6.2,8.0,M6,Premium Gasoline,16.7,12.5,14.8,19,14.0,19.0,467.89473684210526
177,cadillac,cts-v,STATION WAGON - SMALL,6.2,8.0,AS6,Premium Gasoline,19.7,12.9,16.6,17,12.0,18.0,522.9411764705882
178,cadillac,cts-v,STATION WAGON - SMALL,6.2,8.0,M6,Premium Gasoline,16.7,12.5,14.8,19,14.0,19.0,467.89473684210526
179,cadillac,escalade,SUV - STANDARD,6.2,8.0,A6,Premium Gasoline,17.0,11.8,14.7,19,14.0,20.0,467.89473684210526
180,cadillac,escalade,SUV - STANDARD,6.2,8.0,A6,Ethanol(E85),23.3,16.1,20.1,14,10.0,15.0,635.0
181,cadillac,escalade,SUV - STANDARD,6.2,8.0,A6,Premium Gasoline,18.8,13.4,16.4,17,13.0,18.0,522.9411764705882
182,cadillac,escalade,SUV - STANDARD,6.2,8.0,A6,Ethanol(E85),25.7,17.8,22.1,13,9.0,13.0,683.8461538461539
183,cadillac,srx,SUV - STANDARD,3.6,6.0,AS6,Regular Gasoline,14.3,9.8,12.3,23,16.0,24.0,386.52173913043475
184,cadillac,srx,SUV - STANDARD,3.6,6.0,AS6,Regular Gasoline,14.8,10.4,12.8,22,16.0,23.0,404.0909090909091
185,cadillac,xts,FULL-SIZE,3.6,6.0,AS6,Regular Gasoline,13.6,8.6,11.4,25,17.0,27.0,355.6
186,cadillac,xts,FULL-SIZE,3.6,6.0,AS6,Regular Gasoline,14.0,9.1,11.8,24,17.0,26.0,370.41666666666663
187,cadillac,xts,FULL-SIZE,3.6,6.0,AS6,Premium Gasoline,14.8,9.8,12.6,22,16.0,24.0,404.0909090909091
188,chevrolet,camaro,COMPACT,3.6,6.0,AS6,Regular Gasoline,13.2,8.7,11.2,25,18.0,27.0,355.6
189,chevrolet,camaro,COMPACT,3.6,6.0,M6,Regular Gasoline,14.2,8.6,11.7,24,17.0,27.0,370.41666666666663
190,chevrolet,camaro,COMPACT,3.6,6.0,AS6,Regular Gasoline,12.7,7.9,10.5,27,19.0,30.0,329.25925925925924
191,chevrolet,camaro,COMPACT,6.2,8.0,AS6,Premium Gasoline,15.3,9.8,12.8,22,15.0,24.0,404.0909090909091
192,chevrolet,camaro,COMPACT,6.2,8.0,M6,Premium Gasoline,15.0,9.9,12.7,22,16.0,24.0,404.0909090909091
193,chevrolet,camaro,COMPACT,6.2,8.0,AS6,Premium Gasoline,19.7,12.9,16.6,17,12.0,18.0,522.9411764705882
194,chevrolet,camaro,COMPACT,6.2,8.0,M6,Premium Gasoline,16.7,12.5,14.8,19,14.0,19.0,467.89473684210526
195,chevrolet,corvette,TWO-SEATER,6.2,8.0,AS6,Premium Gasoline,14.9,8.5,12.0,24,16.0,28.0,370.41666666666663
196,chevrolet,corvette,TWO-SEATER,6.2,8.0,M7,Premium Gasoline,13.7,8.2,11.2,25,17.0,29.0,355.6
197,chevrolet,cruze,MID-SIZE,1.4,4.0,AS6,Regular Gasoline,9.1,6.3,7.8,36,26.0,37.0,246.94444444444443
198,chevrolet,cruze,MID-SIZE,1.4,4.0,M6,Regular Gasoline,9.1,6.3,7.8,36,26.0,37.0,246.94444444444443
199,chevrolet,cruze,MID-SIZE,1.8,4.0,AS6,Regular Gasoline,10.5,6.7,8.8,32,22.0,35.0,277.8125
200,chevrolet,cruze,MID-SIZE,1.8,4.0,M6,Regular Gasoline,9.5,6.5,8.2,34,25.0,36.0,261.4705882352941
201,chevrolet,cruze,MID-SIZE,2.0,4.0,AS6,Diesel,8.7,5.1,7.1,40,27.0,46.0,254.5
202,chevrolet,cruze,MID-SIZE,1.4,4.0,A6,Regular Gasoline,9.1,6.0,7.7,37,26.0,39.0,240.2702702702703
203,chevrolet,cruze,MID-SIZE,1.4,4.0,M6,Regular Gasoline,8.4,5.6,7.1,40,28.0,42.0,222.25
204,chevrolet,equinox,SUV - SMALL,2.4,4.0,A6,Regular Gasoline,10.5,7.3,9.1,31,22.0,32.0,286.7741935483871
205,chevrolet,equinox,SUV - SMALL,3.6,6.0,A6,Regular Gasoline,13.9,9.6,12.0,24,17.0,25.0,370.41666666666663
206,chevrolet,equinox,SUV - SMALL,3.6,6.0,A6,Ethanol(E85),18.8,13.1,16.2,17,13.0,18.0,522.9411764705882
